doc,dt,pid,texto,n_palavras
202205,2022-05-01,4,"O crédito ampliado às famílias alcançou R$3, 1 trilhões (3 4,1% do PIB) em abril, com variações de 1,1% no mês e de 20, 3% em doze meses , em função d o incremento n os empréstimos do SFN.",39
202205,2022-05-01,5,2. Operações de crédito do Sistema Financeiro Nacional (SFN),9
202205,2022-05-01,6,"O saldo das operações de crédito do SFN totalizou R$4,8 trilhões em abril, expansão de 0,8% no mês, com elevações de 0,4% na carteira de pessoas jurídicas (saldo de R$1, 9 trilhão) e de 1,1% na de pessoas físicas (R$2, 8 trilhões). Em doze meses, o crescimento da carteira total acelerou de 16,5%, em março, para 16,8%, em abril. A carteira de pessoas físicas manteve o crescimento estável em 21,9% , enquanto a de pessoa jurídica apresentou aceleração no mês , passando de 9,5% para 1 0,2%. -50510152025 abr 19 jun 19 ago 19 out 19 dez 19 fev 20 abr 20 jun 20 ago 20 out 20 dez 20 fev 21 abr 21 jun 21 ago 21 out 21 dez 21 fev 22 abr 22%Saldos de crédito -Variação em 12 meses Total Pessoa Jurídica Pessoa Física",137
202205,2022-05-01,7,"O saldo das operações de crédito com recursos livres às empresas totalizou R$1, 3 trilhão em abril , com elevaç ões de 1,0% no mês e de 16,8 % em doze meses. Esse resultado evidenciou aceleração em relação ao ocorrido no mês anterior , quando assinalou alta de 15,7% na comparação interanual. Entre as principais modalida des de crédito que c ontribuí ram para o desempenho do segmento de pessoas jurídicas no mês, destacaram- se as operações de adiantamento de contratos de câmbio – ACC, 8,3%, capital de giro com prazo superior a 365 dias , 1,8% , e os financiamentos à exportações , 1,8% . O saldo das operações de crédito com recursos livre s às famílias som ou R$1,6 trilhão em abril, com incrementos de 1,8 % no mês e de 25,6 % na comparação o mesmo período do ano anterior. Por modalidades , destacou- se a expansão na carteira de crédito pessoal consignado para aposentados e pensionistas do INSS , 5,2%, impulsionada pelo aumento recente da margem de consignação . Destacaramse ainda os incrementos nas carteiras de crédito pessoal consignado para trabalhadores do setor público , 1,1%, crédito pessoal não consignado , 1,4% , e de cartão de crédito total , 2,0%. O saldo das operações de crédito direcionado totalizou R$1, 9 trilhão em abril, redução de 0,1% no mês e crescimento de 10,3% em doze meses . Por segmento, o crédito direcionado registrou contração nas operações destinadas às pessoas jurídicas ( -0,6% no mês e - 0,7% em doze meses), somando R$674 bilhões, enquanto nas operações destinadas às famílias o crédito direc ionado permaneceu estável no mês, 0,1% , ampliando -se 17,4 % em doze meses, ao alcançar R$ 1,2 trilhão.",285
202205,2022-05-01,8,"As concessões nominais de crédito totalizaram R$459,1 bilhões em abril, o que representou elevação de 25,5% no acumulado em doze meses . Nas séries ajust adas sazonalmente , houve comportamentos opostos, com redução mensal nas operações contratadas com pessoas jurídicas , -0,1% , e expansão nas com pessoas físicas , 1,8% . 250300350400450500550 abr 20 jun 20 ago 20 out 20 dez 20 fev 21 abr 21 jun 21 ago 21 out 21 dez 21 fev 22 abr 22R$ bilhõesConcessões de crédito Dessazonalizado Nominal",84
202205,2022-05-01,9,"Nota para a Imprensa – 27.07 .2022 O Indicador de Custo do Crédito (ICC), que mede o custo médio de todo o crédito do SFN, atingiu 1 9,9% a.a., elevando -se 0, 4 p.p. no mês e 2,7 p.p. em 12 meses. No crédito livre não rotativo, o ICC situou -se em 26,0% a.a., com variações de 0, 3 p.p. em abril e de 3,4 p.p. em 12 meses. O spread geral do ICC aumentou 0, 2 p.p. no mês , para 1 3,2 p.p., acumulando elevação interanual de 1 ,0 p.p.",92
202205,2022-05-01,10,"A taxa média de juros das concessões de crédito alcançou 27,7% a.a. em abril, com alta mensal de 1,0 p.p. e de 7,3 p.p. em doze meses . No mesmo sentido , o spread bancário das concessões situou -se em 17,6 p.p., com elevações de 0, 6 p.p. e de 2,5 p.p. na mesma ordem.",55
202205,2022-05-01,11,"No crédito livre , a taxa média de juros alcançou 38,1% a.a. no mês , com aumentos de 0,7 p.p. no mês e de 8,9 p.p. em doze meses . Nas operações de crédito livre com as empresas , a taxa média de juros situouse em 22,4% a.a. , representando elevações de 0,8 p.p. no mês e de 7,7 p.p. em doze meses, enquanto nas operações livres realizadas com as famílias , as taxas de juros atingiram 50,3 % a.a. , aumentos de 0,8 p.p. no mês e de 9,0 p.p. em doze meses . A inadimplência da carteira de crédito do sistema financeiro , que considera os atrasos superiores a 90 dias, registrou alta de 0,1 p.p. no mês ao atingir 2,7 %. Esse movimento resultou da elevação de 0,1 p.p. dos atrasos acima de 90 dias no crédito livre , para 3,5%, e da redução de 0,1 p.p. na inadimplência d o crédito direcionado , para 1,3%.",159
202205,2022-05-01,12,"A base monetária alcançou R$396,5 bilhões no mês de abril, crescimento de 2,8% no mês e redução de 5,6% em doze meses. No mês, o papel -moeda emitido se manteve estável e as reservas bancárias elevaram- se em 16,7%. Entre os fluxos mensais dos fatores condi cionantes da base monetária, impactaram de forma expansionista as operações do Tesouro Nacional (R$2,3 bilhões ), as operações com derivativos (R$15,4 bilhões ), as operações com títulos públicos federais (R$9,2 bilhões - resgates líquid os de R$39,4 bilhões no mercado primário e vendas líquidas de R$30,2 bilhões no mercado secundário) e as operações do setor externo (R$0,4 bilhões ). Apresentaram impactos contracionistas os depósitos de instituições financeiras (R$10, 7 bilhões ) e as operações de redesconto e linhas de liquidez (R$0, 4 bilhões ). 14161820222426283032 abr 20 jun 20 ago 20 out 20 dez 20 fev 21 abr 21 jun 21 ago 21 out 21 dez 21 fev 22 abr 22% a.a.ICC e taxas de juros do crédito livre (exclui crédito rotativo) ICC ex-rotativo - Livres Taxas de juros ex-rotativo - Livres",178
202205,2022-05-01,13,"Nota para a Imprensa – 27.07 .2022 Os meios de pagamento restritos (M1) somaram R$602,6 bilhões no mês, apresentando aumento de 1,8% no mês, decorrente do crescimento dos depósitos à vista e do papel -moeda em poder do público, em 0,3% e 3,1%, respectivamente. Considerando -se dados dessazonalizados, o M1 avançou 0,5% no mês.",54
202205,2022-05-01,14,"O M2 registrou crescimento de 1,6% no mês, to talizando R$4,4 trilhões. O saldo dos depósitos de poupança recuou 0,4% no período, somando R$1,0 trilhão, após registrar resgates líquidos de R$9,9 bilhões. O saldo dos títulos emitidos por instituições financeiras avançou 2,3%, totalizando R$2,8 trilhões . O M3 registrou variação de 0,7% no período, totalizando R$9,1 trilhões, refletindo o crescimento do M2 e o crescimento de 0,3% no saldo das quotas de fundos do mercado monetário, que totalizou R$4,4 trilhões. O M4 cresceu 0,8% no mês, totalizando R$9,9 t rilhões. Em 12 meses a variação foi de 14,3%. 4. Alteração nas datas de divulgação dos indicadores de endividamento e comprometimento de renda das famílias A partir desta edição da Nota para a Imprensa – Estatísticas Monetárias e de Crédito, os dados referente s aos indicadores de endividamento e de comprometimento de renda das famílias voltam a ser divulgad os com um mês de defasagem em relação à data de referência das demais estatíst icas de crédito, em função de revisão da divulgação da informação relacionada à renda mensal das famílias. Portanto, na presente Nota que toma por mês de referência o mês de abril de 2022, são publicados os indicadores de endividamento e comprometimento re ferente ao mês de março de 2022.",212
202207,2022-07-01,1,Nota para a Imprensa – 29.08.2022 1. Crédito ampliado ao setor não financeiro,13
202207,2022-07-01,2,"Em junho de 2022 , o saldo do crédito ampliado ao setor não financeiro alcançou saldo de R$14,1 trilhões (153,8% do PIB), com elevação de 3,0% no mês. Esse aumento foi devido principalmente à dívida externa, que se elevou em 6,8%, afetada pela depreciação cambial de 10,8%. Na comparação trimestral , o crédito ampliado cresceu 5,4%, prevalecendo as elevações na carteira de empréstimos do SFN, 3,7%, e nos títulos públicos de dívida, 5,3%.",73
202207,2022-07-01,3,"O crédito ampliado a empresas atingiu R$4,8 trilhões (52,7% do PIB), com alta de 4,6% no mês, influenciada principalmente pelo aumento de 8,6% na dívida externa. No segundo trimestre de 2022, a expansão de 7,0% do crédito ampliado a empresas refletiu principalmente os aumentos de 9,4% em empréstimos da dívida externa, de 10,3% em títulos privados e de 3,0% na carteira de empréstimos e financiamentos do SFN.",67
202207,2022-07-01,4,"O crédito ampliado às famílias situou -se em R$3,1 trilhões (34,2% do PIB) em junho, com expansões de 1,3% no mês e de 4,1% no segundo trimestre de 2022, em função do incremento nos empréstimos do SFN.",37
202207,2022-07-01,5,2. Operações de crédito do Sistema Financeiro Nacional (SFN),9
202207,2022-07-01,6,"O estoque das operações de crédito do SFN totalizou R$5,0 trilhões em junho , alta de 1,6% no mês, composta pelos incrementos de 2,1% na carteira de pessoas jurídicas (saldo de R$2,0 trilhões) e de 1,3% na de pessoas físicas (R$2, 9 trilhões). Na comparação com o mesmo período do ano anterior, o crescimento em 12 meses do estoque total de crédito acelerou de 16,9%, em maio, para 17,8%, em junho. Esse desempenho resultou da expansão do estoque de crédito para pessoas jurídicas, que passou de 10,5%, em maio, para 12,8% em junho, e da desaceleração de 21,8% para 21,5% no crédito para pessoas físicas, considerados os mesmos períodos de comparação.",111
202207,2022-07-01,7,"O crédito com recursos livres às empresas totalizou R$1, 4 trilhão em junho , com elevações de 2,3% no mês e de 18,4% comparativamente a junho de 2021. Em maio, o crescimento em 12 meses havia sido de 16,7%. Entre as principais modalidades de crédito que contribuíram para o desempenho do segmento empresarial em junho, des tacaram -se as operações de desconto de duplicatas e outros recebíveis (+9,1%), -50510152025 jun 19 ago 19 out 19 dez 19 fev 20 abr 20 jun 20 ago 20 out 20 dez 20 fev 21 abr 21 jun 21 ago 21 out 21 dez 21 fev 22 abr 22 jun 22%Saldos de crédito -Variação em 12 meses Total Pessoa Jurídica Pessoa Física",118
202207,2022-07-01,8,"Nota para a Imprensa – 29.08.2022 impulsionadas por fatores sazonais, as operações de capital de giro com prazo superior a 365 dias (+1,7%) e os financiamentos a exportações (+4,1%).",29
202207,2022-07-01,9,"O crédito com recursos livr es às famílias somou R$1,7 trilhão em junho, com acréscimos de 1,4% no mês e de 25,4% em doze meses. Por modalidades, o crescimento foi bastante disseminado, com destaque para cartão de crédito total (+1,2%), crédito pessoal não consignado (+1,7%), crédito consignado para aposentados e pensionistas do INSS (+1,4%) e crédito consignado para trabalhadores do setor público (+0,7%).",63
202207,2022-07-01,10,"O crédito com recursos direcionado s alcançou saldo de R$1,9 trilhão em junho , com expansão de 1,3% no mês e de 11,5% em do ze meses. As operações contratadas com pessoas jurídicas cresceram 1,6% no mês e 3,1% em doze meses), totalizando R$685,3 bilhões. Nas operações com as famílias, o crédito direcionado cresceu 1,2% no mês e 16,8% em doze meses, alcançando saldo de R$ 1,3 tr ilhão.",69
202207,2022-07-01,11,"As concessões de crédito totalizaram R$503,9 bilhões em junho, registrando acréscimo de 24,8% no acumulado em doze meses. Nas séries com ajuste sazonal, as concessões para empresas recuaram 0,9%, enquanto no segmento de pessoas físicas cresceram 1,8%.",37
202207,2022-07-01,12,"O Indicador de Custo do Crédito (ICC), que mede o custo médio de todo o crédito do SFN, atingiu 20,5% a.a., elevando -se 0,3 p.p. no mês e 3,2 p.p. em 12 meses. No crédito livre não rotativo, o ICC situou -se em 26,7% a.a., com variações de 0,3 p.p. em junho e de 4,0 p.p. em 12 meses. O spread geral do ICC aumentou 0,1 p.p. no mês, para 13,4 p.p., acumulando elevação interanual de 1,3 p.p.",78
202207,2022-07-01,13,250300350400450500550 jun 20 ago 20 out 20 dez 20 fev 21 abr 21 jun 21 ago 21 out 21 dez 21 fev 22 abr 22 jun 22R$ bilhõesConcessões de crédito Dessazonalizado Nominal 1416182022242628303234 jun 20 ago 20 out 20 dez 20 fev 21 abr 21 jun 21 ago 21 out 21 dez 21 fev 22 abr 22 jun 22% a.a.ICC e taxas de juros do crédito livre (exclui crédito rotativo) ICC ex-rotativo - Livres Taxas de juros ex-rotativo - Livres,80
202207,2022-07-01,14,"Nota para a Imprensa – 29.08.2022 A taxa média de juros das novas contratações de crédito em junho atingiu 28,1% a.a. , com elevação de 0,5 p.p. no mês e de 8,1 p.p. em relação a junho do ano anterior. Em linha, o spread bancário das novas contratações situou -se em 17,7 p.p., com incrementos de 0,5 p.p. e de 3,3 p.p., na mesma ordem.",65
202207,2022-07-01,15,"A taxa média de juros das operações livremente pactuadas atingiu 39% a.a. em junho , com expansões de 1,0 p.p. no mês e de 10,6 p.p. em comp aração a junho de 2021. Nos novos contratos com pessoas jurídicas, a taxa média de juros alcançou 22,6% a.a. (+0,7 p.p. no mês e +8,1 p.p. em doze meses). Nos novos contratos com pessoas físicas, as taxas de juros atingiram 51,5% a.a. (+1,1 p.p. no mês e + 11,7 p.p. em doze meses).",81
202207,2022-07-01,16,"A inadimplência do crédito total do sistema financeiro, que considera os atrasos superiores a 90 dias, registrou estabilidade em junho, situando -se em 2,7%. Esse desempenho refletiu a estabilidade nos atrasos acima de 90 dias no crédito livre (3,6%) e a diminuição de 0,1 p.p. no crédito direcionado (1,2%).",49
202207,2022-07-01,17,"A base monetária atingiu R$407,2 bilhões em junho, com aumento de 2,3% no mês e redução de 3,6% em doze meses. No mês, o papel -moeda emitido e as reservas bancárias subiram 1,1% e 7,4%, respectivamente.",36
